,MSW kg/per capita/day 2020,Population 2020,GDP per capita (PPP international USD),Urbanization rate (%),Human Development Index
0,-0.0870578611191215,0.9888468086366891,-0.03046018581139679,0.01713395335346788,0.17625897063016338
1,-0.04786247479791564,0.9705376571021855,-0.02946184719348051,0.15634400408430338,-0.03644300176883512
2,-0.23617008207771803,0.9829061210718915,0.08555017910413695,0.3593937292921726,0.26366691654447666
3,-0.037297044934919144,0.9649488913549875,-0.016439458729808815,0.11781276034080773,0.13757184272207204
4,-0.04786247479791564,0.9705376571021855,-0.02946184719348051,0.15634400408430338,-0.03644300176883512
5,0.13220713676699006,0.9919927517540585,0.0738494663354596,-0.26941838873349994,0.2531374051645784
6,0.1464794303933243,0.9261497647465962,0.02107653286553457,0.22535996944027753,0.1034446891298281
7,-0.04786247479791564,0.9705376571021855,-0.02946184719348051,0.15634400408430338,-0.03644300176883512
8,-0.0007431874681310402,0.9931114773483872,0.031237172494200306,-0.17622078111452308,-0.1306187866766221
9,-0.08515260532409084,0.9900829752334254,0.023437266321154657,0.16253098664665497,0.2268051684277292
10,-0.029406030353590643,0.9770159614032786,-0.040642140441463345,0.11844019008278611,0.1655445597775927
11,0.2913935544546492,0.8349901361376824,0.02060707218020523,0.35668181462988013,0.2433457132395862
12,-0.037297044934919144,0.9649488913549875,-0.016439458729808815,0.11781276034080773,0.13757184272207204
13,-0.013252137206760755,0.9171099318222924,-0.002302734572714085,-0.030086751817123517,-0.04262156359088036
14,-0.037297044934919144,0.9649488913549875,-0.016439458729808815,0.11781276034080773,0.13757184272207204
15,0.2913935544546492,0.8349901361376824,0.02060707218020523,0.35668181462988013,0.2433457132395862
16,-0.04786247479791564,0.9705376571021855,-0.02946184719348051,0.15634400408430338,-0.03644300176883512
17,-0.06301295339096312,0.9410078491039939,-0.01632346165430206,-0.13076555880446336,-0.00393443568278902
18,-0.13643052894352636,0.9817845033360781,-0.08229880141787078,0.21558208797989542,0.13410837322733327
19,-0.0870578611191215,0.9888468086366891,-0.03046018581139679,0.01713395335346788,0.17625897063016338
20,-0.08811195165890483,0.9802476043540553,0.07914268813872441,0.12959815091962343,0.0780948922910244
21,-0.13643052894352636,0.9817845033360781,-0.08229880141787078,0.21558208797989542,0.13410837322733327
22,0.1464794303933243,0.9261497647465962,0.02107653286553457,0.22535996944027753,0.1034446891298281
23,0.022154689996597615,0.9699582983809443,0.19230833038175754,0.13374982105056665,-0.013392141642448823
24,0.09671861420912194,0.9500476820282976,0.0070558057839465935,0.12468116245293767,0.14213181703791944
25,-0.037297044934919144,0.9649488913549875,-0.016439458729808815,0.11781276034080773,0.13757184272207204
26,0.1464794303933243,0.9261497647465962,0.02107653286553457,0.22535996944027753,0.1034446891298281
27,-0.029406030353590643,0.9770159614032786,-0.040642140441463345,0.11844019008278611,0.1655445597775927
28,0.13220713676699006,0.9919927517540585,0.0738494663354596,-0.26941838873349994,0.2531374051645784
29,0.030045704577926113,0.9820253684292353,0.16810564867010303,0.13437725079254503,0.014580575413071818
30,0.13220713676699006,0.9919927517540585,0.0738494663354596,-0.26941838873349994,0.2531374051645784
31,0.13166198685456415,0.8259503032133786,-0.002772195258043425,0.10123509337247913,0.09727946051887776
32,0.2913935544546492,0.8349901361376824,0.02060707218020523,0.35668181462988013,0.2433457132395862
33,0.04901762871607132,0.9692135600666858,0.04525789957578828,-0.07554197412718323,-0.16930591458471345
34,-0.013252137206760755,0.9171099318222924,-0.002302734572714085,-0.030086751817123517,-0.04262156359088036
35,-0.06301295339096312,0.9410078491039939,-0.01632346165430206,-0.13076555880446336,-0.00393443568278902
36,0.05690864329739982,0.9812806301149768,0.021055217864133752,-0.07491454438520484,-0.14133319752919282
37,-0.23617008207771803,0.9829061210718915,0.08555017910413695,0.3593937292921726,0.26366691654447666
38,-0.013252137206760755,0.9171099318222924,-0.002302734572714085,-0.030086751817123517,-0.04262156359088036
39,-0.0053611226254322575,0.9291770018705835,-0.026505416284368616,-0.029459322075145122,-0.014648846535359715
40,-0.04786247479791564,0.9705376571021855,-0.02946184719348051,0.15634400408430338,-0.03644300176883512
41,0.1464794303933243,0.9261497647465962,0.02107653286553457,0.22535996944027753,0.1034446891298281
42,0.13220713676699006,0.9919927517540585,0.0738494663354596,-0.26941838873349994,0.2531374051645784
43,-0.0870578611191215,0.9888468086366891,-0.03046018581139679,0.01713395335346788,0.17625897063016338
44,0.1464794303933243,0.9261497647465962,0.02107653286553457,0.22535996944027753,0.1034446891298281
45,0.2913935544546492,0.8349901361376824,0.02060707218020523,0.35668181462988013,0.2433457132395862
46,-0.04786247479791564,0.9705376571021855,-0.02946184719348051,0.15634400408430338,-0.03644300176883512
47,0.2913935544546492,0.8349901361376824,0.02060707218020523,0.35668181462988013,0.2433457132395862
48,0.1464794303933243,0.9261497647465962,0.02107653286553457,0.22535996944027753,0.1034446891298281
49,0.1464794303933243,0.9261497647465962,0.02107653286553457,0.22535996944027753,0.1034446891298281
50,-0.4661249701725142,0.9829174330459325,0.5436637636904691,-0.4210126426154097,-0.4532951726447696
51,0.2913935544546492,0.8349901361376824,0.02060707218020523,0.35668181462988013,0.2433457132395862
52,-0.04786247479791564,0.9705376571021855,-0.02946184719348051,0.15634400408430338,-0.03644300176883512
53,0.2913935544546492,0.8349901361376824,0.02060707218020523,0.35668181462988013,0.2433457132395862
54,0.2913935544546492,0.8349901361376824,0.02060707218020523,0.35668181462988013,0.2433457132395862
55,0.05690864329739982,0.9812806301149768,0.021055217864133752,-0.07491454438520484,-0.14133319752919282
56,0.2913935544546492,0.8349901361376824,0.02060707218020523,0.35668181462988013,0.2433457132395862
57,0.1898589675325209,0.9801619045206481,0.06366751170539303,-0.1681121520041817,0.2424229943120077
58,-0.097623290982118,0.994435574383887,-0.043482574275068485,0.05566519709696352,0.00224412613925621
59,0.2913935544546492,0.8349901361376824,0.02060707218020523,0.35668181462988013,0.2433457132395862
60,0.13220713676699006,0.9919927517540585,0.0738494663354596,-0.26941838873349994,0.2531374051645784
61,-0.13643052894352636,0.9817845033360781,-0.08229880141787078,0.21558208797989542,0.13410837322733327
62,-0.08515260532409084,0.9900829752334254,0.023437266321154657,0.16253098664665497,0.2268051684277292
63,0.2913935544546492,0.8349901361376824,0.02060707218020523,0.35668181462988013,0.2433457132395862
64,0.2913935544546492,0.8349901361376824,0.02060707218020523,0.35668181462988013,0.2433457132395862
65,0.1464794303933243,0.9261497647465962,0.02107653286553457,0.22535996944027753,0.1034446891298281
66,-0.037297044934919144,0.9649488913549875,-0.016439458729808815,0.11781276034080773,0.13757184272207204
67,0.1464794303933243,0.9261497647465962,0.02107653286553457,0.22535996944027753,0.1034446891298281
68,0.2913935544546492,0.8349901361376824,0.02060707218020523,0.35668181462988013,0.2433457132395862
69,0.1464794303933243,0.9261497647465962,0.02107653286553457,0.22535996944027753,0.1034446891298281
70,0.2913935544546492,0.8349901361376824,0.02060707218020523,0.35668181462988013,0.2433457132395862
71,-0.013252137206760755,0.9171099318222924,-0.002302734572714085,-0.030086751817123517,-0.04262156359088036
72,0.18196795295119242,0.968094834472357,0.08787019341704758,-0.1687395817461601,0.21445027725648708
73,-0.13643052894352636,0.9817845033360781,-0.08229880141787078,0.21558208797989542,0.13410837322733327
74,-0.03539178913988848,0.9661850579517239,0.03745799340274263,0.2632097936339948,0.18811804051963785
75,-0.08515260532409084,0.9900829752334254,0.023437266321154657,0.16253098664665497,0.2268051684277292
76,-0.08515260532409084,0.9900829752334254,0.023437266321154657,0.16253098664665497,0.2268051684277292
77,-0.06301295339096312,0.9410078491039939,-0.01632346165430206,-0.13076555880446336,-0.00393443568278902
78,0.2913935544546492,0.8349901361376824,0.02060707218020523,0.35668181462988013,0.2433457132395862
79,0.05690864329739982,0.9812806301149768,0.021055217864133752,-0.07491454438520484,-0.14133319752919282
80,0.030045704577926113,0.9820253684292353,0.16810564867010303,0.13437725079254503,0.014580575413071818
81,-0.08811195165890483,0.9802476043540553,0.07914268813872441,0.12959815091962343,0.0780948922910244
82,0.030045704577926113,0.9820253684292353,0.16810564867010303,0.13437725079254503,0.014580575413071818
83,-0.06301295339096312,0.9410078491039939,-0.01632346165430206,-0.13076555880446336,-0.00393443568278902
84,-0.03539178913988848,0.9661850579517239,0.03745799340274263,0.2632097936339948,0.18811804051963785
85,0.05690864329739982,0.9812806301149768,0.021055217864133752,-0.07491454438520484,-0.14133319752919282
86,-0.10752934472477792,0.9630085925691787,0.0059336550026204,0.23418425781426483,0.1487189049159484
87,-0.0007431874681310402,0.9931114773483872,0.031237172494200306,-0.17622078111452308,-0.1306187866766221
88,-0.04786247479791564,0.9705376571021855,-0.02946184719348051,0.15634400408430338,-0.03644300176883512
89,-0.0053611226254322575,0.9291770018705835,-0.026505416284368616,-0.029459322075145122,-0.014648846535359715
90,-0.13643052894352636,0.9817845033360781,-0.08229880141787078,0.21558208797989542,0.13410837322733327
91,-0.0053611226254322575,0.9291770018705835,-0.026505416284368616,-0.029459322075145122,-0.014648846535359715
92,-0.13643052894352636,0.9817845033360781,-0.08229880141787078,0.21558208797989542,0.13410837322733327
93,0.2913935544546492,0.8349901361376824,0.02060707218020523,0.35668181462988013,0.2433457132395862
94,0.2913935544546492,0.8349901361376824,0.02060707218020523,0.35668181462988013,0.2433457132395862
95,-0.029406030353590643,0.9770159614032786,-0.040642140441463345,0.11844019008278611,0.1655445597775927
96,-0.027606126187604746,0.9938562156626457,0.17828760330016957,0.0330710140632268,0.025294986265642513
97,-0.037297044934919144,0.9649488913549875,-0.016439458729808815,0.11781276034080773,0.13757184272207204
98,-0.0007431874681310402,0.9931114773483872,0.031237172494200306,-0.17622078111452308,-0.1306187866766221
99,-0.03539178913988848,0.9661850579517239,0.03745799340274263,0.2632097936339948,0.18811804051963785
100,-0.06301295339096312,0.9410078491039939,-0.01632346165430206,-0.13076555880446336,-0.00393443568278902
101,0.13220713676699006,0.9919927517540585,0.0738494663354596,-0.26941838873349994,0.2531374051645784
102,-0.04786247479791564,0.9705376571021855,-0.02946184719348051,0.15634400408430338,-0.03644300176883512
103,-0.03539178913988848,0.9661850579517239,0.03745799340274263,0.2632097936339948,0.18811804051963785
104,-0.097623290982118,0.994435574383887,-0.043482574275068485,0.05566519709696352,0.00224412613925621
105,-0.029406030353590643,0.9770159614032786,-0.040642140441463345,0.11844019008278611,0.1655445597775927
106,-0.08811195165890483,0.9802476043540553,0.07914268813872441,0.12959815091962343,0.0780948922910244
107,0.1464794303933243,0.9261497647465962,0.02107653286553457,0.22535996944027753,0.1034446891298281
108,-0.013252137206760755,0.9171099318222924,-0.002302734572714085,-0.030086751817123517,-0.04262156359088036
109,-0.08811195165890483,0.9802476043540553,0.07914268813872441,0.12959815091962343,0.0780948922910244
110,0.05690864329739982,0.9812806301149768,0.021055217864133752,-0.07491454438520484,-0.14133319752919282
111,-0.08811195165890483,0.9802476043540553,0.07914268813872441,0.12959815091962343,0.0780948922910244
112,0.2913935544546492,0.8349901361376824,0.02060707218020523,0.35668181462988013,0.2433457132395862
113,-0.08515260532409084,0.9900829752334254,0.023437266321154657,0.16253098664665497,0.2268051684277292
114,-0.4661249701725142,0.9829174330459325,0.5436637636904691,-0.4210126426154097,-0.4532951726447696
115,-0.013252137206760755,0.9171099318222924,-0.002302734572714085,-0.030086751817123517,-0.04262156359088036
116,-0.08811195165890483,0.9802476043540553,0.07914268813872441,0.12959815091962343,0.0780948922910244
117,-0.0053611226254322575,0.9291770018705835,-0.026505416284368616,-0.029459322075145122,-0.014648846535359715
118,0.1464794303933243,0.9261497647465962,0.02107653286553457,0.22535996944027753,0.1034446891298281
119,-0.0053611226254322575,0.9291770018705835,-0.026505416284368616,-0.029459322075145122,-0.014648846535359715
120,-0.02750077455855999,0.9782521280000149,0.013255311691088102,0.2638372233759732,0.2160907575751585
121,0.030045704577926113,0.9820253684292353,0.16810564867010303,0.13437725079254503,0.014580575413071818
122,-0.06301295339096312,0.9410078491039939,-0.01632346165430206,-0.13076555880446336,-0.00393443568278902
123,0.2913935544546492,0.8349901361376824,0.02060707218020523,0.35668181462988013,0.2433457132395862
124,0.1898589675325209,0.9801619045206481,0.06366751170539303,-0.1681121520041817,0.2424229943120077
125,-0.027606126187604746,0.9938562156626457,0.17828760330016957,0.0330710140632268,0.025294986265642513
126,-0.037297044934919144,0.9649488913549875,-0.016439458729808815,0.11781276034080773,0.13757184272207204
127,-0.02750077455855999,0.9782521280000149,0.013255311691088102,0.2638372233759732,0.2160907575751585
128,-0.0007431874681310402,0.9931114773483872,0.031237172494200306,-0.17622078111452308,-0.1306187866766221
129,-0.027606126187604746,0.9938562156626457,0.17828760330016957,0.0330710140632268,0.025294986265642513
130,-0.08515260532409084,0.9900829752334254,0.023437266321154657,0.16253098664665497,0.2268051684277292
131,-0.08811195165890483,0.9802476043540553,0.07914268813872441,0.12959815091962343,0.0780948922910244
132,-0.06301295339096312,0.9410078491039939,-0.01632346165430206,-0.13076555880446336,-0.00393443568278902
133,-0.0053611226254322575,0.9291770018705835,-0.026505416284368616,-0.029459322075145122,-0.014648846535359715
134,0.2913935544546492,0.8349901361376824,0.02060707218020523,0.35668181462988013,0.2433457132395862
135,0.09671861420912194,0.9500476820282976,0.0070558057839465935,0.12468116245293767,0.14213181703791944
136,0.09671861420912194,0.9500476820282976,0.0070558057839465935,0.12468116245293767,0.14213181703791944
137,0.030045704577926113,0.9820253684292353,0.16810564867010303,0.13437725079254503,0.014580575413071818
138,-0.027606126187604746,0.9938562156626457,0.17828760330016957,0.0330710140632268,0.025294986265642513
139,0.2913935544546492,0.8349901361376824,0.02060707218020523,0.35668181462988013,0.2433457132395862
140,-0.08811195165890483,0.9802476043540553,0.07914268813872441,0.12959815091962343,0.0780948922910244
141,-0.027606126187604746,0.9938562156626457,0.17828760330016957,0.0330710140632268,0.025294986265642513
142,0.09671861420912194,0.9500476820282976,0.0070558057839465935,0.12468116245293767,0.14213181703791944
143,-0.0053611226254322575,0.9291770018705835,-0.026505416284368616,-0.029459322075145122,-0.014648846535359715
144,-0.08811195165890483,0.9802476043540553,0.07914268813872441,0.12959815091962343,0.0780948922910244
145,-0.037297044934919144,0.9649488913549875,-0.016439458729808815,0.11781276034080773,0.13757184272207204
146,0.09671861420912194,0.9500476820282976,0.0070558057839465935,0.12468116245293767,0.14213181703791944
147,-0.0053611226254322575,0.9291770018705835,-0.026505416284368616,-0.029459322075145122,-0.014648846535359715
148,0.1464794303933243,0.9261497647465962,0.02107653286553457,0.22535996944027753,0.1034446891298281
149,-0.15729016090898026,0.9869065098508802,-0.008087072078967576,0.133505450826925,0.18740603282403975
150,0.1464794303933243,0.9261497647465962,0.02107653286553457,0.22535996944027753,0.1034446891298281
151,0.13220713676699006,0.9919927517540585,0.0738494663354596,-0.26941838873349994,0.2531374051645784
152,-0.04786247479791564,0.9705376571021855,-0.02946184719348051,0.15634400408430338,-0.03644300176883512
153,-0.10752934472477792,0.9630085925691787,0.0059336550026204,0.23418425781426483,0.1487189049159484
154,-0.029406030353590643,0.9770159614032786,-0.040642140441463345,0.11844019008278611,0.1655445597775927
155,-0.13643052894352636,0.9817845033360781,-0.08229880141787078,0.21558208797989542,0.13410837322733327
156,-0.027606126187604746,0.9938562156626457,0.17828760330016957,0.0330710140632268,0.025294986265642513
157,0.13220713676699006,0.9919927517540585,0.0738494663354596,-0.26941838873349994,0.2531374051645784
158,0.1464794303933243,0.9261497647465962,0.02107653286553457,0.22535996944027753,0.1034446891298281
159,0.030045704577926113,0.9820253684292353,0.16810564867010303,0.13437725079254503,0.014580575413071818
160,-0.097623290982118,0.994435574383887,-0.043482574275068485,0.05566519709696352,0.00224412613925621
161,-0.029406030353590643,0.9770159614032786,-0.040642140441463345,0.11844019008278611,0.1655445597775927
162,-0.08811195165890483,0.9802476043540553,0.07914268813872441,0.12959815091962343,0.0780948922910244
163,-0.10752934472477792,0.9630085925691787,0.0059336550026204,0.23418425781426483,0.1487189049159484
164,-0.09963833014344942,0.9750756626174697,-0.01826902670903413,0.23481168755624324,0.17669162197146904
165,-0.09963833014344942,0.9750756626174697,-0.01826902670903413,0.23481168755624324,0.17669162197146904
166,-0.02750077455855999,0.9782521280000149,0.013255311691088102,0.2638372233759732,0.2160907575751585
167,0.1464794303933243,0.9261497647465962,0.02107653286553457,0.22535996944027753,0.1034446891298281
168,-0.10752934472477792,0.9630085925691787,0.0059336550026204,0.23418425781426483,0.1487189049159484
169,-0.02750077455855999,0.9782521280000149,0.013255311691088102,0.2638372233759732,0.2160907575751585
170,-0.08515260532409084,0.9900829752334254,0.023437266321154657,0.16253098664665497,0.2268051684277292
171,-0.09963833014344942,0.9750756626174697,-0.01826902670903413,0.23481168755624324,0.17669162197146904
172,-0.10752934472477792,0.9630085925691787,0.0059336550026204,0.23418425781426483,0.1487189049159484
173,-0.08515260532409084,0.9900829752334254,0.023437266321154657,0.16253098664665497,0.2268051684277292
174,-0.10752934472477792,0.9630085925691787,0.0059336550026204,0.23418425781426483,0.1487189049159484
175,-0.02750077455855999,0.9782521280000149,0.013255311691088102,0.2638372233759732,0.2160907575751585
176,0.1543704449746528,0.9382168347948872,-0.003126148846119961,0.2259873991822559,0.13141740618534875
177,-0.15729016090898026,0.9869065098508802,-0.008087072078967576,0.133505450826925,0.18740603282403975
178,-0.02750077455855999,0.9782521280000149,0.013255311691088102,0.2638372233759732,0.2160907575751585
179,-0.02750077455855999,0.9782521280000149,0.013255311691088102,0.2638372233759732,0.2160907575751585
180,-0.08811195165890483,0.9802476043540553,0.07914268813872441,0.12959815091962343,0.0780948922910244
181,0.030045704577926113,0.9820253684292353,0.16810564867010303,0.13437725079254503,0.014580575413071818
182,-0.02750077455855999,0.9782521280000149,0.013255311691088102,0.2638372233759732,0.2160907575751585
183,-0.23617008207771803,0.9829061210718915,0.08555017910413695,0.3593937292921726,0.26366691654447666
184,-0.23617008207771803,0.9829061210718915,0.08555017910413695,0.3593937292921726,0.26366691654447666
185,-0.08811195165890483,0.9802476043540553,0.07914268813872441,0.12959815091962343,0.0780948922910244
186,-0.09963833014344942,0.9750756626174697,-0.01826902670903413,0.23481168755624324,0.17669162197146904
187,-0.15729016090898026,0.9869065098508802,-0.008087072078967576,0.133505450826925,0.18740603282403975
188,-0.13643052894352636,0.9817845033360781,-0.08229880141787078,0.21558208797989542,0.13410837322733327
189,-0.13643052894352636,0.9817845033360781,-0.08229880141787078,0.21558208797989542,0.13410837322733327
190,0.030045704577926113,0.9820253684292353,0.16810564867010303,0.13437725079254503,0.014580575413071818
191,0.030045704577926113,0.9820253684292353,0.16810564867010303,0.13437725079254503,0.014580575413071818
192,-0.02750077455855999,0.9782521280000149,0.013255311691088102,0.2638372233759732,0.2160907575751585
193,-0.15729016090898026,0.9869065098508802,-0.008087072078967576,0.133505450826925,0.18740603282403975
194,-0.09963833014344942,0.9750756626174697,-0.01826902670903413,0.23481168755624324,0.17669162197146904
195,-0.15729016090898026,0.9869065098508802,-0.008087072078967576,0.133505450826925,0.18740603282403975
